year,km_driven,mileage,engine,max_power,torque,max_torque_rpm,name,fuel,seller_type,transmission,owner,seats,selling_price
2006,80000,18.9,998,67.1,90.0,3500.0,Maruti,Petrol,Individual,Manual,Third Owner,5,130000
2012,128000,18.6,1199,79.4,108.0,4400.0,Chevrolet,Petrol,Individual,Manual,Third Owner,5,141000
2011,120000,13.6,2523,63.0,180.0,1500.0,Mahindra,Diesel,Individual,Manual,First Owner,7,280000
2010,30000,12.6,1586,103.2,145.0,4100.0,Maruti,Petrol,Individual,Automatic,First Owner,5,350000
2015,41000,18.6,1197,81.83,114.7,4000.0,Hyundai,Petrol,Individual,Manual,First Owner,5,550000
2006,30000,19.7,796,46.3,62.0,3000.0,Maruti,Petrol,Individual,Manual,Second Owner,5,120000
2015,30000,23.95,998,67.05,90.0,3500.0,Maruti,Petrol,Individual,Manual,First Owner,5,320000
2010,22000,15.0,1586,104.68,145.0,4100.0,Maruti,Petrol,Individual,Manual,First Owner,5,300000
2006,70000,18.9,998,67.1,90.0,3500.0,Maruti,Petrol,Individual,Manual,First Owner,5,250000
2005,100000,19.3,1248,81.86,153.0,2800.0,Maruti,Petrol,Individual,Manual,Second Owner,5,120000
2005,200000,10.5,2179,120.0,290.0,2800.0,Mahindra,Diesel,Individual,Manual,Second Owner,8,151000
2011,120000,13.93,2179,138.03,320.0,2700.0,Tata,Diesel,Individual,Manual,First Owner,7,300000
2019,3000,20.89,1197,81.8,113.0,4200.0,Maruti,Petrol,Individual,Manual,First Owner,5,577000
2012,50000,20.92,998,67.1,90.0,3500.0,Maruti,Petrol,Individual,Manual,First Owner,5,229999
2013,50000,15.96,2523,62.1,195.0,2200.0,Mahindra,Diesel,Individual,Manual,First Owner,7,500000
2019,1500,18.2,1199,88.7,110.0,4800.0,Honda,Petrol,Individual,Automatic,First Owner,5,840000
2017,74000,22.27,1498,108.6,250.0,3000.0,Volkswagen,Diesel,Individual,Manual,First Owner,5,900000
2017,25000,18.7,1199,88.7,110.0,4800.0,Honda,Petrol,Individual,Manual,First Owner,5,650000
2016,61915,27.3,1498,98.6,200.0,1750.0,Honda,Diesel,Individual,Manual,First Owner,5,650000
2016,70000,20.14,1498,88.0,230.0,2500.0,Volkswagen,Diesel,Individual,Manual,First Owner,5,550000
2007,150000,17.8,1248,75.0,190.0,2000.0,Maruti,Diesel,Individual,Manual,Fourth & Above Owner,5,250000
2013,110000,17.21,1493,100.0,240.0,2800.0,Mahindra,Diesel,Individual,Manual,Second Owner,7,350000
2014,90000,25.44,936,56.3,142.5,1750.0,Chevrolet,Diesel,Individual,Manual,Second Owner,5,185000
2016,65000,12.99,2494,100.6,200.0,3600.0,Toyota,Diesel,Individual,Manual,First Owner,8,1000000
2019,10000,20.52,1197,81.8,113.0,4200.0,Maruti,Petrol,Individual,Manual,First Owner,5,490000
2009,80000,20.36,1197,78.9,111.8,4000.0,Hyundai,Petrol,Individual,Manual,Second Owner,5,150000
2013,184000,20.77,1248,88.76,200.0,1750.0,Maruti,Diesel,Individual,Manual,First Owner,7,600000
2013,80000,5.528400000000001,998,58.33,78.0,3500.0,Maruti,CNG,Individual,Manual,Second Owner,5,270000
2005,70000,17.3,993,60.0,78.0,4500.0,Maruti,Petrol,Individual,Manual,Second Owner,5,60000
2008,89000,15.6,1586,104.68,145.0,4100.0,Maruti,Petrol,Individual,Manual,Second Owner,5,150000
2013,69000,22.9,1248,74.0,190.0,2000.0,Maruti,Diesel,Individual,Manual,Second Owner,5,525000
2012,90000,25.0,1396,69.0,140.0,3000.0,Tata,Diesel,Individual,Manual,Second Owner,5,83000
2012,35000,17.0,1197,80.0,111.79581,4000.0,Hyundai,Petrol,Individual,Manual,First Owner,5,350000
2011,45000,17.0,1197,80.0,111.79581,4000.0,Hyundai,Petrol,Individual,Manual,First Owner,5,300000
2011,30000,20.4,1248,91.2,209.0,2000.0,Fiat,Diesel,Individual,Manual,First Owner,5,250000
2018,6200,19.34,1462,103.0,138.0,4400.0,Maruti,Petrol,Individual,Manual,First Owner,7,700000
2020,120000,21.63,998,67.0,90.0,3500.0,Maruti,Petrol,Individual,Manual,Second Owner,5,250000
2016,70000,20.51,998,67.04,90.0,3500.0,Maruti,Petrol,Individual,Manual,First Owner,5,350000
1998,70000,14.0,796,35.0,59.820564999999995,3000.0,Maruti,Petrol,Individual,Manual,First Owner,5,80000
2017,110000,15.4,2523,75.0,200.0,2200.0,Mahindra,Diesel,Individual,Manual,First Owner,7,850000
2004,158000,19.3,1248,81.86,153.0,2800.0,Hyundai,Petrol,Individual,Manual,First Owner,5,70000
2007,93000,18.0,995,62.0,90.3,4200.0,Chevrolet,Petrol,Individual,Manual,Third Owner,5,90000
2014,110000,13.58,2499,72.4,171.0,1800.0,Chevrolet,Diesel,Individual,Manual,First Owner,10,600000
2007,57000,19.7,796,46.3,62.0,3000.0,Maruti,Petrol,Individual,Manual,First Owner,5,135000
2005,120000,13.2,1495,94.0,12.5,3500.0,Hyundai,Petrol,Individual,Manual,First Owner,5,150000
2012,35000,23.03,1396,69.0,140.0,3000.0,Tata,Diesel,Individual,Manual,Second Owner,5,246000
2009,120000,17.5,1298,85.8,114.0,4000.0,Maruti,Petrol,Individual,Manual,First Owner,5,240000
2011,70000,23.03,1396,69.0,140.0,3000.0,Tata,Diesel,Individual,Manual,First Owner,5,215000
2013,100000,25.8,1498,98.6,200.0,1750.0,Honda,Diesel,Individual,Manual,First Owner,5,310000
2008,35000,20.36,1197,78.9,111.7,4000.0,Hyundai,Petrol,Individual,Manual,First Owner,5,220000
2008,90000,17.8,1248,75.0,190.0,2000.0,Maruti,Diesel,Individual,Manual,Third Owner,5,195000
2015,50000,17.19,1197,81.86,114.73,4000.0,Hyundai,Petrol,Individual,Manual,First Owner,5,650000
2011,98000,18.5,1197,80.0,111.79581,4000.0,Hyundai,Petrol,Individual,Manual,First Owner,5,350000
2013,30000,18.5,1197,82.85,113.7,4000.0,Hyundai,Petrol,Individual,Manual,First Owner,5,360000
2013,50000,16.3,1797,147.5,177.5,4700.0,Hyundai,Petrol,Individual,Manual,Second Owner,5,550000
2016,26000,18.9,1197,82.0,114.0,4000.0,Hyundai,Petrol,Individual,Manual,First Owner,5,490000
2011,46000,19.7,796,46.3,62.0,3000.0,Maruti,Petrol,Individual,Manual,Second Owner,5,195000
2019,10000,23.84,1199,84.0,114.0,3500.0,Tata,Petrol,Individual,Manual,First Owner,5,459999
2015,16700,22.74,796,47.3,69.0,3500.0,Maruti,Petrol,Individual,Manual,First Owner,5,275000
2018,70000,28.4,1248,74.02,190.0,2000.0,Maruti,Diesel,Individual,Manual,First Owner,5,680000
2015,7967,20.85,1197,83.14,115.0,4000.0,Maruti,Petrol,Individual,Manual,First Owner,5,600000
2018,20000,22.0,1197,81.8,113.0,4200.0,Maruti,Petrol,Individual,Manual,First Owner,5,720000
2011,50000,19.3,1248,81.86,153.0,2800.0,Maruti,Diesel,Individual,Manual,First Owner,5,295000
2016,9656,25.17,799,53.3,72.0,4386.0,Renault,Petrol,Individual,Manual,First Owner,5,356000
2011,50000,19.81,1086,68.05,99.04,4500.0,Hyundai,Petrol,Individual,Manual,First Owner,5,225000
2019,17000,24.4,1498,98.63,215.0,3000.0,Ford,Diesel,Individual,Manual,First Owner,5,725000
2015,10000,25.17,799,53.3,72.0,4386.0,Renault,Petrol,Individual,Manual,First Owner,5,300000
2013,43000,18.5,1197,82.85,113.7,4000.0,Hyundai,Petrol,Individual,Manual,Second Owner,5,400000
2013,50000,23.5,1396,88.7,219.9,2750.0,Hyundai,Diesel,Individual,Manual,First Owner,5,550000
2006,90000,18.9,998,67.0,90.0,3500.0,Maruti,Petrol,Individual,Manual,Second Owner,5,120000
2012,100000,14.0,2498,112.0,260.0,2200.0,Mahindra,Diesel,Individual,Manual,Second Owner,8,409999
2010,80000,0.0,1086,62.1,96.1,3000.0,Hyundai,Petrol,Individual,Manual,Second Owner,5,110000
2012,120000,15.96,2523,62.1,195.0,2200.0,Mahindra,Diesel,Individual,Manual,First Owner,7,450000
2019,5000,21.21,1197,81.8,113.0,4200.0,Maruti,Petrol,Individual,Manual,First Owner,5,610000
2016,68609,22.7,1498,89.84,204.0,2750.0,Ford,Diesel,Dealer,Manual,First Owner,5,515000
2018,33360,22.77,1498,98.59,205.0,3250.0,Ford,Diesel,Dealer,Manual,First Owner,5,925000
2019,14317,14.23,1498,104.55,142.0,4000.0,Nissan,Petrol,Dealer,Manual,First Owner,5,860000
2012,87237,20.0,1399,68.05,160.0,2000.0,Ford,Diesel,Dealer,Manual,Second Owner,5,225000
2017,62960,25.83,1498,99.0,215.0,3000.0,Ford,Diesel,Dealer,Manual,First Owner,5,500000
2017,26634,21.21,1197,81.8,113.0,4200.0,Maruti,Petrol,Dealer,Automatic,First Owner,5,600000
2012,67998,18.9,998,67.1,90.0,3500.0,Maruti,Petrol,Dealer,Manual,First Owner,5,265000
2018,20706,23.8,1499,98.63,215.0,2500.0,Ford,Diesel,Dealer,Manual,First Owner,5,650000
2015,67303,20.45,1461,83.8,200.0,1900.0,Renault,Diesel,Dealer,Manual,First Owner,5,600000
2013,79139,18.5,1197,85.8,114.0,4000.0,Maruti,Petrol,Dealer,Manual,First Owner,5,340000
2014,84784,24.0,1120,70.0,160.0,2750.0,Hyundai,Diesel,Dealer,Manual,First Owner,5,350000
2012,130376,23.2,1248,73.94,190.0,2000.0,Maruti,Diesel,Dealer,Manual,Second Owner,5,265000
2017,72000,13.93,2179,138.03,320.0,2700.0,Tata,Diesel,Individual,Manual,First Owner,7,625000
2008,127000,16.8,1493,110.0,24.0,1900.0,Hyundai,Diesel,Individual,Manual,Second Owner,5,245000
2014,120000,25.2,1248,74.0,190.0,2000.0,Maruti,Diesel,Individual,Manual,First Owner,5,395000
2010,120000,19.3,1248,81.86,153.0,2800.0,Fiat,Diesel,Individual,Manual,Second Owner,5,190000
2014,100000,24.4,1120,71.0,180.4,2500.0,Hyundai,Diesel,Individual,Manual,First Owner,5,490000
2012,148000,19.3,1248,81.86,153.0,2800.0,Toyota,Diesel,Individual,Manual,Second Owner,5,450000
2018,40000,24.52,1248,88.5,200.0,1750.0,Maruti,Diesel,Individual,Manual,First Owner,7,955000
2013,110000,23.4,1248,74.0,190.0,2000.0,Maruti,Diesel,Individual,Manual,First Owner,5,525000
2017,30000,20.3,1199,84.0,114.0,3500.0,Tata,Petrol,Individual,Manual,First Owner,5,550000
2014,120000,19.1,1405,70.0,135.4,2500.0,Tata,Diesel,Individual,Manual,Second Owner,5,200000
2017,15000,18.16,1196,86.8,112.0,4000.0,Ford,Petrol,Individual,Manual,First Owner,5,500000
2016,33500,23.65,1248,88.5,200.0,1750.0,Maruti,Diesel,Individual,Manual,First Owner,5,825000
2012,70000,17.21,1493,100.0,240.0,2800.0,Mahindra,Diesel,Individual,Manual,First Owner,7,250000
2015,10000,18.16,1197,78.8,104.0,3100.0,Toyota,Petrol,Individual,Manual,First Owner,5,600000
2018,22053,16.36,2179,120.0,280.0,2800.0,Mahindra,Diesel,Individual,Manual,First Owner,7,1325000
2011,78432,16.52,1991,123.7,305.0,2000.0,Chevrolet,Diesel,Individual,Manual,First Owner,5,415000
2011,125000,14.66,2199,194.3,420.7,2500.0,Hyundai,Diesel,Individual,Manual,Second Owner,7,825000
2012,50000,19.4,1198,86.8,109.0,4500.0,Honda,Petrol,Individual,Manual,Second Owner,5,310000
2017,20000,23.84,1199,84.0,114.0,3500.0,Tata,Petrol,Individual,Manual,First Owner,5,390000
2016,30000,15.29,1591,121.3,151.0,4850.0,Hyundai,Petrol,Individual,Manual,First Owner,5,700000
2013,7200,12.99,2494,100.6,200.0,3600.0,Toyota,Diesel,Individual,Manual,First Owner,8,1050000
2014,60000,21.1,814,55.2,74.5,4000.0,Hyundai,Petrol,Individual,Manual,Second Owner,5,200000
2013,25000,18.2,1199,84.8,113.0,5000.0,Chevrolet,Petrol,Individual,Manual,First Owner,5,245000
2005,90000,15.4,1590,94.0,130.0,3000.0,Maruti,Petrol,Individual,Manual,Second Owner,5,50000
2012,50000,12.12,2231,184.0,424.0,2000.0,Chevrolet,Diesel,Individual,Automatic,Second Owner,7,700000
2019,35000,22.95,1248,74.0,190.0,3000.0,Tata,Diesel,Individual,Manual,First Owner,5,660000
2015,117500,17.4,1497,117.3,145.0,4600.0,Honda,Petrol,Individual,Manual,Second Owner,5,630000
2012,78500,15.1,2179,140.0,330.0,2800.0,Mahindra,Diesel,Individual,Manual,First Owner,7,950000
2018,8000,18.6,1197,81.83,114.7,4000.0,Hyundai,Petrol,Individual,Manual,First Owner,5,740000
2017,25000,18.12,1196,86.8,112.0,4000.0,Ford,Petrol,Individual,Manual,First Owner,5,570000
2012,60000,22.32,1582,126.32,259.8,2750.0,Hyundai,Diesel,Individual,Manual,Third Owner,5,450000
2019,10000,22.5,999,67.0,91.0,4250.0,Datsun,Petrol,Individual,Manual,First Owner,5,390000
2009,70000,14.2,1597,92.0,130.0,2500.0,Ford,Petrol,Individual,Manual,Second Owner,5,180000
2006,70000,17.7,1497,78.0,12.7,2700.0,Honda,Petrol,Individual,Manual,Second Owner,5,270000
1997,25000,16.1,796,37.0,59.0,2500.0,Maruti,Petrol,Individual,Manual,Third Owner,4,60000
2006,90000,13.9,1599,103.2,14.9,3000.0,Hyundai,Petrol,Individual,Manual,Third Owner,5,170000
2015,90000,19.67,1582,126.2,259.9,2750.0,Hyundai,Diesel,Individual,Manual,First Owner,5,978999
2018,25000,23.84,1199,84.0,114.0,3500.0,Tata,Petrol,Individual,Manual,First Owner,5,490000
2012,60000,23.5,1498,88.7,204.0,2750.0,Ford,Diesel,Individual,Manual,Second Owner,5,280000
2008,70000,18.0,995,62.0,90.3,4200.0,Chevrolet,Petrol,Individual,Manual,First Owner,5,45000
2016,80000,24.52,1248,88.5,200.0,1750.0,Maruti,Diesel,Individual,Manual,Second Owner,7,640000
2015,110000,15.4,2523,75.0,200.0,2200.0,Mahindra,Diesel,Individual,Manual,Second Owner,9,650000
2013,115717,12.05,2179,120.0,290.0,2800.0,Mahindra,Diesel,Individual,Manual,First Owner,9,500000
2008,110000,17.7,1399,68.0,16.0,2000.0,Ford,Diesel,Individual,Manual,Second Owner,5,90000
2014,70000,15.05,2179,147.9,320.0,3000.0,Tata,Diesel,Individual,Manual,Second Owner,7,480000
2019,4000,21.21,1197,81.8,113.0,4200.0,Maruti,Petrol,Individual,Manual,First Owner,5,630000
2011,50000,20.36,1197,78.9,111.8,4000.0,Hyundai,Petrol,Individual,Manual,First Owner,5,250000
2016,70000,18.9,1197,82.0,114.0,4000.0,Hyundai,Petrol,Individual,Manual,Fourth & Above Owner,5,330000
2009,70000,20.36,1197,78.9,111.7,4000.0,Hyundai,Petrol,Individual,Manual,Second Owner,5,180000
2016,55000,26.59,1248,74.0,190.0,2000.0,Maruti,Diesel,Individual,Manual,First Owner,5,550000
2020,5000,17.0,1198,108.5,170.0,4000.0,Tata,Petrol,Individual,Automatic,First Owner,5,950000
2013,100000,15.96,2523,62.1,195.0,2200.0,Mahindra,Diesel,Individual,Manual,Second Owner,7,430000
2005,82000,19.3,1248,81.86,153.0,2800.0,Hyundai,Petrol,Individual,Manual,Fourth & Above Owner,5,90000
2009,60000,18.9,1061,67.0,84.0,3500.0,Maruti,Petrol,Individual,Manual,Second Owner,5,150000
2019,100000,14.1,2179,153.86,400.0,2500.0,Tata,Diesel,Individual,Manual,First Owner,7,1250000
2015,90000,20.77,1248,88.76,200.0,1750.0,Maruti,Diesel,Individual,Manual,Third Owner,7,600000
2010,26432,25.4,624,37.48,51.0,4000.0,Tata,Petrol,Dealer,Manual,First Owner,4,65000
2016,46702,16.8,796,34.2,59.0,2500.0,Maruti,Petrol,Dealer,Manual,First Owner,8,220000
2016,46706,16.8,796,34.2,59.0,2500.0,Maruti,Petrol,Dealer,Manual,First Owner,8,220000
2006,53523,16.84,1193,64.4,99.8,2700.0,Tata,Petrol,Dealer,Manual,First Owner,5,110000
2012,56365,25.44,936,56.3,142.5,1750.0,Chevrolet,Diesel,Dealer,Manual,First Owner,5,175000
2011,49563,16.2,995,62.1,90.3,4200.0,Chevrolet,Petrol,Dealer,Manual,First Owner,5,160000
2004,56432,16.1,796,37.0,59.0,2500.0,Maruti,Petrol,Dealer,Manual,First Owner,4,65000
2002,52365,16.1,796,37.0,59.0,2500.0,Maruti,Petrol,Dealer,Manual,Second Owner,4,60000
2007,53512,19.7,796,46.3,62.0,3000.0,Maruti,Petrol,Dealer,Manual,Second Owner,5,120000
2013,40000,11.18,2696,184.0,402.0,3000.0,Mahindra,Diesel,Individual,Automatic,First Owner,7,1000000
2010,46533,18.9,998,67.1,90.0,3500.0,Maruti,Petrol,Dealer,Manual,First Owner,5,220000
2005,59635,19.3,1248,81.86,153.0,2800.0,Maruti,Petrol,Dealer,Manual,Second Owner,5,105000
2008,58632,14.0,796,35.0,59.820564999999995,3000.0,Maruti,Petrol,Dealer,Manual,Second Owner,5,114999
2008,58632,19.3,1248,81.86,153.0,2800.0,Maruti,LPG,Dealer,Manual,Second Owner,5,110000
2016,80000,16.0,2179,140.0,330.0,2800.0,Mahindra,Diesel,Individual,Automatic,Second Owner,7,850000
2016,70000,24.52,1248,88.5,200.0,1750.0,Maruti,Diesel,Individual,Manual,First Owner,7,750000
2017,90000,23.01,999,67.0,91.0,4250.0,Renault,Petrol,Individual,Manual,First Owner,5,265000
2014,110000,14.09,1596,99.6,146.0,3400.0,Ford,Petrol,Individual,Manual,Second Owner,5,450000
2013,90000,17.21,1493,100.0,240.0,2800.0,Mahindra,Diesel,Individual,Manual,First Owner,7,225000
2015,70000,15.4,2179,120.0,280.0,2800.0,Mahindra,Diesel,Individual,Manual,First Owner,7,1125000
2007,78000,19.7,796,46.3,62.0,3000.0,Maruti,Petrol,Individual,Manual,First Owner,5,130000
2017,45000,16.5,1493,70.0,195.0,2200.0,Mahindra,Diesel,Individual,Manual,First Owner,7,660000
2015,50000,23.95,998,67.05,90.0,3500.0,Maruti,Petrol,Individual,Manual,Second Owner,5,240000
2017,58000,24.7,796,47.3,69.0,3500.0,Maruti,Petrol,Individual,Manual,First Owner,5,275000
2012,120000,12.8,2494,102.0,20.4,1400.0,Toyota,Diesel,Individual,Manual,First Owner,8,750000
2007,30000,14.7,1150,76.0,11.2,4400.0,Chevrolet,Petrol,Individual,Manual,Second Owner,5,65000
2017,162000,14.1,2179,147.94,320.0,3000.0,Tata,Diesel,Individual,Manual,First Owner,7,850000
2016,50000,4.522,998,58.16,77.0,3500.0,Maruti,CNG,Individual,Manual,Second Owner,5,300000
2015,60000,15.4,1997,120.0,280.0,2800.0,Mahindra,Diesel,Individual,Manual,First Owner,7,825000
2009,138000,19.3,1248,73.9,190.0,2000.0,Maruti,Diesel,Individual,Manual,Second Owner,5,185000
2010,70000,20.36,1197,78.9,111.7,4000.0,Hyundai,Petrol,Individual,Manual,Second Owner,5,180000
2010,48000,19.7,796,46.3,62.0,3000.0,Maruti,Petrol,Individual,Manual,Second Owner,5,160000
2012,110000,11.4,2953,153.86,380.0,2500.0,Ford,Diesel,Individual,Automatic,First Owner,7,500000
2014,88000,25.2,1248,74.0,190.0,2000.0,Maruti,Diesel,Individual,Manual,Second Owner,5,375000
2015,68000,12.99,2494,100.6,200.0,3400.0,Toyota,Diesel,Individual,Manual,First Owner,7,900000
2017,70000,18.9,1197,82.0,114.0,4000.0,Hyundai,Petrol,Individual,Manual,First Owner,5,459999
2013,96000,22.9,1248,74.0,190.0,2000.0,Maruti,Diesel,Individual,Manual,Second Owner,5,370000
2005,123219,19.3,1248,81.86,153.0,2800.0,Hyundai,Petrol,Individual,Manual,Third Owner,5,80000
2002,30000,17.3,993,60.0,78.0,4500.0,Maruti,Petrol,Individual,Manual,Third Owner,5,75000
2016,60000,23.2,1248,73.94,190.0,2000.0,Maruti,Diesel,Individual,Manual,Third Owner,5,400000
2005,90000,19.3,1248,81.86,153.0,2800.0,Honda,Petrol,Individual,Automatic,Second Owner,5,250000
2014,65000,25.2,1248,74.0,190.0,2000.0,Maruti,Diesel,Individual,Manual,First Owner,5,425000
2016,65300,18.9,1197,82.0,114.0,4000.0,Hyundai,Petrol,Individual,Manual,Second Owner,5,350000
2018,40000,18.6,1197,81.83,114.7,4000.0,Hyundai,Petrol,Individual,Manual,First Owner,5,600000
2012,60000,25.44,936,57.6,150.0,1750.0,Chevrolet,Diesel,Individual,Manual,Second Owner,5,120000
2012,70000,20.92,998,67.1,90.0,3500.0,Maruti,Petrol,Individual,Manual,Second Owner,5,200000
2008,70000,19.7,796,46.3,62.0,3000.0,Maruti,Petrol,Individual,Manual,Third Owner,5,100000
2014,70000,24.0,1120,70.0,160.0,2750.0,Hyundai,Diesel,Individual,Manual,Second Owner,5,350000
2019,10000,23.95,998,67.05,90.0,3500.0,Maruti,Petrol,Individual,Manual,First Owner,5,399000
2014,56000,22.32,1582,126.3,259.9,2750.0,Hyundai,Diesel,Individual,Manual,First Owner,5,580000
2017,30000,22.7,799,53.64,72.0,4386.0,Datsun,Petrol,Individual,Manual,First Owner,5,290000
2014,50000,18.9,1197,82.0,114.0,4000.0,Hyundai,Petrol,Individual,Manual,Second Owner,5,380000
2010,120000,20.0,1399,68.0,160.0,2000.0,Ford,Diesel,Individual,Manual,First Owner,5,200000
2018,40000,4.522,998,58.16,77.0,3500.0,Maruti,CNG,Individual,Manual,First Owner,5,390000
2017,27500,18.9,1197,81.86,113.75,4000.0,Hyundai,Petrol,Individual,Manual,First Owner,5,500000
2017,75000,26.59,1248,74.0,190.0,2000.0,Maruti,Diesel,Individual,Manual,First Owner,5,650000
2018,5000,23.01,999,67.0,91.0,4250.0,Renault,Petrol,Individual,Manual,First Owner,5,380000
2010,50000,14.148,998,58.2,77.0,3500.0,Maruti,LPG,Individual,Manual,First Owner,5,275000
2015,70000,26.59,1248,74.0,190.0,2000.0,Maruti,Diesel,Individual,Manual,First Owner,5,520000
2004,110000,18.9,998,67.1,90.0,3500.0,Maruti,Petrol,Individual,Manual,First Owner,5,85000
2013,95000,20.46,1461,83.8,200.0,1900.0,Renault,Diesel,Individual,Manual,First Owner,5,490000
2015,34000,21.1,814,55.2,74.5,4000.0,Hyundai,Petrol,Individual,Manual,Second Owner,5,229999
2015,25000,18.9,1197,82.0,114.0,4000.0,Hyundai,Petrol,Individual,Manual,First Owner,5,411000
2019,120000,3.7298000000000004,1196,61.7,85.0,3000.0,Maruti,CNG,Individual,Manual,Second Owner,5,362000
2014,31000,23.59,1364,67.06,170.0,2400.0,Toyota,Diesel,Individual,Manual,First Owner,5,550000
2018,70000,4.522,998,58.16,77.0,3500.0,Maruti,CNG,Individual,Manual,First Owner,5,459999
2019,5000,20.3,1086,68.0,99.0,4500.0,Hyundai,Petrol,Individual,Automatic,First Owner,5,499000
2012,120000,23.59,1364,67.1,170.0,2400.0,Toyota,Diesel,Individual,Manual,Second Owner,5,278000
2013,67000,20.4,1461,108.5,240.0,1850.0,Renault,Diesel,Individual,Manual,Second Owner,5,580000
2018,40000,25.8,1498,98.6,200.0,1750.0,Honda,Diesel,Individual,Manual,First Owner,5,825000
2004,120000,13.4,1794,125.0,16.1,4200.0,Toyota,Petrol,Individual,Manual,Second Owner,5,170000
2014,80000,12.55,2982,168.5,343.0,3400.0,Toyota,Diesel,Individual,Manual,Second Owner,7,1700000
2018,7000,20.3,1086,68.0,99.0,4500.0,Hyundai,Petrol,Individual,Manual,First Owner,5,490000
2018,15000,16.0,2179,140.0,330.0,2800.0,Mahindra,Diesel,Individual,Manual,First Owner,7,1050000
2016,50000,18.6,1199,76.8,106.5,4400.0,Chevrolet,Petrol,Individual,Manual,First Owner,5,210000
2016,30000,15.4,2179,120.0,280.0,2800.0,Mahindra,Diesel,Individual,Manual,First Owner,7,1250000
2012,120000,22.9,1248,74.0,190.0,2000.0,Maruti,Diesel,Individual,Manual,Second Owner,5,320000
2012,64000,16.52,1991,123.7,305.0,2000.0,Chevrolet,Diesel,Individual,Manual,First Owner,5,400000
2013,120000,23.2,1248,73.94,190.0,2000.0,Maruti,Diesel,Individual,Manual,First Owner,5,320000
2012,85000,21.43,1364,87.2,205.0,2800.0,Toyota,Diesel,Individual,Manual,First Owner,5,600000
2009,59000,19.7,796,46.3,62.0,3000.0,Maruti,Petrol,Individual,Manual,Second Owner,5,170000
2012,70000,19.3,1248,0.0,153.0,2800.0,Tata,Diesel,Individual,Manual,First Owner,5,240000
2011,120000,19.3,1248,81.86,153.0,2800.0,Maruti,Diesel,Individual,Manual,Second Owner,5,320000
2015,140000,20.45,1461,83.8,200.0,1900.0,Renault,Diesel,Individual,Manual,Second Owner,5,620000
2015,40000,23.59,1364,67.04,170.0,2400.0,Toyota,Diesel,Individual,Manual,First Owner,5,550000
2014,90000,26.0,1498,98.6,200.0,1750.0,Honda,Diesel,Individual,Manual,First Owner,5,600000
2014,117000,15.1,2179,140.0,330.0,2800.0,Mahindra,Diesel,Individual,Manual,Third Owner,7,649000
